timestamp,robot_id,task_id,event,x,y,phi_mutex,phi_deadline,stl_rho
42.425049,robot_1,task_2,start,12.770,32.360,true,true,389.704951
52.295049,robot_1,task_2,finish,12.770,32.360,true,true,389.704951
66.719902,robot_1,task_10,start,20.110,40.610,true,true,364.690098
77.309902,robot_1,task_10,finish,20.110,40.610,true,true,364.690098
94.289902,robot_1,task_6,start,31.930,42.550,true,true,337.830098
104.169902,robot_1,task_6,finish,31.930,42.550,true,true,337.830098
