resource,robot,task_id,start_time,end_time
charging_station,robot_7,task_4,34.35291034220524,46.67291034220524
charging_station,robot_3,task_8,108.86529013248753,120.69529013248753
charging_station,robot_3,task_12,149.3729682527577,161.81296825275768
corridor_A,robot_2,task_1,16.157865526713522,27.52786552671352
corridor_A,robot_6,task_3,53.290636844652575,61.16063684465257
corridor_A,robot_3,task_5,61.16063684465257,72.18063684465257
corridor_A,robot_6,task_7,126.41296825275768,134.29296825275767
corridor_A,robot_2,task_9,134.29296825275767,144.31296825275768
corridor_A,robot_2,task_11,157.52542547325228,166.1154254732523
corridor_A,robot_4,task_13,166.1154254732523,175.37542547325228
loading_zone,robot_5,task_2,63.00290504765986,77.95290504765985
loading_zone,robot_5,task_6,112.57296825275768,126.41296825275768
loading_zone,robot_6,task_7,126.41296825275768,135.29296825275767
loading_zone,robot_1,task_10,135.29296825275767,149.3729682527577
loading_zone,robot_3,task_12,149.3729682527577,162.31296825275768
loading_zone,robot_1,task_14,175.66180504662262,190.30180504662263
