resource,robot,task_id,start_time,end_time
charging_station,robot_3,task_4,27.335199936264516,37.70519993626451
charging_station,robot_3,task_8,60.191119526661375,70.57111952666138
charging_station,robot_3,task_12,139.95966518451942,151.04966518451943
corridor_A,robot_1,task_1,25.883843975366307,36.263843975366306
corridor_A,robot_2,task_3,44.4944439845662,54.444443984566206
corridor_A,robot_5,task_5,54.444443984566206,65.26444398456621
corridor_A,robot_6,task_7,111.71008236044362,120.55008236044362
corridor_A,robot_3,task_9,120.55008236044362,130.88008236044362
corridor_A,robot_6,task_11,146.15492180018367,155.23492180018368
loading_zone,robot_1,task_2,67.50983329840822,82.87983329840823
loading_zone,robot_1,task_6,96.69008236044363,111.71008236044362
loading_zone,robot_6,task_7,111.71008236044362,121.55008236044362
loading_zone,robot_5,task_10,121.55008236044362,135.57008236044362
loading_zone,robot_3,task_12,139.95966518451942,151.54966518451943
